Name	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM
XM_015810700.1	2169	4.52702	2169	0	2169	0.995385	2169	0.793039	2169	1.76611	2169	4.39228	2169	5.28602	2169	8.05495	2169	17.3006	2169	5.63048	2169	6.24565	2169	0	2169	8.41143	2169	15.0222
XM_015810701.1	3060	1.32777	3060	0.216512	3060	0.0725326	3060	1.64563	3060	2.19582	3060	5.80385	3060	8.32072	3060	14.4133	3060	0.661494	3060	23.3308	3060	27.9452	3060	10.5735	3060	22.1913	3060	15.8561
XM_015810702.1	2587	0.235267	2587	0.0739161	2587	0.0433481	2587	1.02382	2587	0.0332181	2587	0	2587	0.048044	2587	0	2587	0.263428	2587	80.5235	2587	0.0569076	2587	1.26102	2587	0	2587	83.0794
XM_015810703.1	923	52.8176	923	0	923	4.70787	923	37.2865	923	9.84939	923	2.32242	923	4.57968	923	5.14834	923	2.19418	923	41.7916	923	86.1	923	2.84466	923	72.7924	923	44.8506
XM_015810704.1	1882	7.58201	1882	0.677143	1882	1.28403	1882	1.52126	1882	0.889938	1882	2.4662	1882	2.61751	1882	6.81189	1882	5.52051	1882	4.02112	1882	5.27629	1882	0.804016	1882	2.94052	1882	4.40979
XM_015810705.1	1235	307.867	1235	102.874	1235	63.672	1235	274.099	1235	133.826	1235	106.691	1235	223.852	1235	130.064	1235	198.467	1235	55.2591	1235	140.171	1235	81.8782	1235	109.754	1235	145.934
XM_015810706.1	3586	31.5905	3586	9.92287	3586	24.4604	3586	75.3465	3586	11.4094	3586	35.1737	3586	28.0154	3586	29.298	3586	68.3439	3586	59.1123	3586	20.5677	3586	25.2611	3586	28.3213	3586	29.5821
XM_015810707.1	1881	0	1881	0	1881	0	1881	0	1881	0	1881	0	1881	0	1881	0	1881	0	1881	1.9372	1881	0	1881	0	1881	0	1881	0
XM_015810708.1	2046	0	2046	0.142676	2046	0	2046	3.63041e-07	2046	0	2046	0	2046	0	2046	0	2046	0	2046	0	2046	0	2046	0.441089	2046	0	2046	0
XM_015810709.1	1670	0.779751	1670	0.534603	1670	0.906826	1670	0.754895	1670	0.641118	1670	1.60226	1670	0.467628	1670	2.34146	1670	5.34225	1670	0	1670	2.18457	1670	0	1670	0.139562	1670	4.23731
XM_015810710.1	962	59.161	962	17.7343	962	38.821	962	15.683	962	11.3005	962	44.5023	962	28.4075	962	22.0637	962	60.0152	962	93.29	962	43.9558	962	32.6452	962	34.4224	962	55.6621
XM_015810711.1	1449	19.1874	1449	2.85293	1449	5.88671	1449	45.7716	1449	8.2639	1449	39.7188	1449	13.7387	1449	35.409	1449	15.9819	1449	24.9265	1449	86.1809	1449	27.133	1449	58.7613	1449	42.2033
XM_015810712.1	845	401.773	845	255.957	845	1010.62	845	392.938	845	247.469	845	90.4831	845	142.367	845	182.028	845	411.923	845	174.09	845	112.225	845	109.259	845	154.213	845	110.241
XM_015810713.1	831	116.805	831	133.922	831	1009.63	831	242.501	831	102.049	831	32.36	831	109.308	831	46.3485	831	345.91	831	71.846	831	72.5705	831	59.5448	831	65.1798	831	139.994
XM_015810714.1	998	68.9242	998	5.99343	998	23.6893	998	31.4508	998	4.7237	998	4.60112	998	4.69987	998	0.783043	998	5.80559	998	11.1236	998	29.2214	998	35.4051	998	23.4608	998	2.24207
XM_015810715.1	557	1424.61	557	5063.04	557	2878.6	557	4243.71	557	6867.39	557	407.705	557	1980.07	557	970.861	557	2219.64	557	1736.35	557	1415.57	557	560.75	557	1372.17	557	1525.98
XM_015810716.1	2411	0.903018	2411	0.597713	2411	1.96327	2411	1.71798	2411	5.65931	2411	8.12669	2411	4.52503	2411	11.0411	2411	4.68605	2411	5.83377	2411	8.21669	2411	3.95163	2411	7.98242	2411	7.71351
XM_015810717.1	577	28.8417	577	80.194	577	113.027	577	141.701	577	74.5989	577	44.2934	577	67.3364	577	34.3487	577	98.4967	577	61.8857	577	46.2264	577	34.7375	577	35.0074	577	69.5328
XM_015810718.1	427	11.2631	427	4.35382	427	12.3426	427	33.7465	427	15.1781	427	58.9588	427	72.3646	427	78.859	427	169.737	427	73.8017	427	65.9681	427	42.8266	427	34.7389	427	54.7213
XM_015810719.1	1634	54.1023	1634	76.6113	1634	90.7606	1634	22.6623	1634	77.3387	1634	72.1783	1634	52.0233	1634	49.3068	1634	66.212	1634	80.3267	1634	26.101	1634	55.4534	1634	24.4423	1634	48.5394
XM_015810720.1	616	119.685	616	0	616	9.95786	616	0	616	0	616	0	616	3.52663	616	0	616	6.07184	616	0	616	2.73751	616	0	616	0	616	0
XM_015810721.1	564	321.99	564	121.187	564	229.462	564	203.637	564	181.173	564	281.729	564	201.901	564	322.662	564	94.6826	564	3085.96	564	104.858	564	133.749	564	192.192	564	157.888
XM_015810722.1	563	4724.97	563	1729.3	563	2973.75	563	2482.41	563	2415.12	563	3491.02	563	4113.14	563	4182.31	563	2061.41	563	0	563	2171.62	563	2107.76	563	2709.47	563	2784.01
XM_015810723.1	876	6.73737	876	1.7536	876	3.09991	876	5.93287	876	16.594	876	12.7472	876	14.1335	876	6.39007	876	9.1278	876	18.8892	876	2.83884	876	0	876	1.16504	876	16.0172
XM_015810724.1	868	7.5708	868	0	868	1.34364	868	1.45966	868	0.114164	868	0	868	0	868	0.615269	868	83.2989	868	0.707187	868	0.382672	868	3.05699	868	0	868	6.94019
XM_015810725.1	1896	6.59609	1896	12.762	1896	11.2202	1896	4.59236	1896	16.2612	1896	14.6804	1896	20.0091	1896	12.2401	1896	18.729	1896	16.4002	1896	14.4337	1896	7.01921	1896	13.2481	1896	7.5188
XM_015810726.1	1622	23.0635	1622	1.84051	1622	8.57437	1622	18.9503	1622	3.86286	1622	5.78739	1622	8.02678	1622	7.10088	1622	46.5971	1622	10.6681	1622	7.2359	1622	1.69966	1622	10.231	1622	19.9297
XM_015810727.1	1728	4.30041	1728	33.0063	1728	19.7473	1728	18.0971	1728	15.3826	1728	7.14283	1728	30.5218	1728	20.5852	1728	12.4294	1728	43.1072	1728	14.9964	1728	8.81565	1728	15.9991	1728	15.4219
XM_015810728.1	1038	13.0592	1038	6.23126	1038	9.73948	1038	7.82716	1038	19.872	1038	26.74	1038	17.7593	1038	30.6753	1038	11.3578	1038	8.62194	1038	19.3892	1038	25.1501	1038	22.6484	1038	21.4199
XM_015810729.1	814	3.60701	814	1.37129	814	4.85123	814	6.50373	814	3.7088	814	1.79216	814	1.99668	814	0	814	9.38009	814	1.90757	814	0.620014	814	4.12348	814	0.318273	814	5.35589
XM_015810730.1	1017	0	1017	0.313964	1017	1.47844	1017	1.73793	1017	3.39341	1017	7.96773	1017	3.8825	1017	5.36273	1017	2.97866	1017	12.3566	1017	1.90595	1017	0	1017	0	1017	1.64509
XM_015810731.1	2273	50.4193	2273	19.4676	2273	58.5965	2273	88.3922	2273	13.2312	2273	56.9546	2273	33.3745	2273	36.8147	2273	66.1452	2273	154.141	2273	42.9116	2273	47.1456	2273	43.9505	2273	136.282
XM_015810732.1	1062	1.78189	1062	0.596605	1062	13.9259	1062	3.04663	1062	3.40271	1062	3.95805	1062	7.6759	1062	16.517	1062	40.3339	1062	40.3193	1062	14.6542	1062	13.9144	1062	16.2512	1062	89.179
XM_015810733.1	2380	31.6619	2380	0.161616	2380	0.142196	2380	0.256187	2380	0.0363192	2380	0.686522	2380	0	2380	0	2380	0.251969	2380	3.59488	2380	0	2380	0	2380	0	2380	0
XM_015810734.1	3315	0.474589	3315	0.0852915	3315	0	3315	0	3315	0	3315	0	3315	0.112524	3315	0	3315	2.63497	3315	0	3315	0.438575	3315	0.176847	3315	0	3315	0
XM_015810735.1	618	0.234389	618	0.58732	618	0	618	0	618	0	618	2.50042	618	0	618	0	618	0.347178	618	0	618	0.582912	618	0	618	1.35086	618	13.1107
XM_015810736.1	2634	15.3067	2634	0.253792	2634	0.127569	2634	1.14889	2634	2.11812	2634	13.5763	2634	8.23958	2634	16.2474	2634	0.290732	2634	5.20999	2634	1.84255	2634	2.13721	2634	2.82133	2634	1.34688
XM_015810737.1	2626	6.11653	2626	0.691098	2626	5.37532	2626	3.22738	2626	2.25576	2626	2.84774	2626	3.88149	2626	7.83466	2626	18.8616	2626	0.418135	2626	7.95408	2626	7.89919	2626	6.77587	2626	5.79092
XM_015810738.1	2214	6.03314	2214	2.89361	2214	4.23387	2214	5.47917	2214	17.9393	2214	17.5013	2214	25.2523	2214	37.6735	2214	38.4733	2214	27.3517	2214	60.8326	2214	52.165	2214	50.8105	2214	33.326
XM_015810739.1	2090	15.7554	2090	10.9558	2090	7.05557	2090	39.1659	2090	0.00178504	2090	29.9176	2090	8.31836e-06	2090	0	2090	0	2090	14.0498	2090	6.35552e-06	2090	0.0109286	2090	0	2090	2.77783e-09
XM_015810740.1	2255	106.992	2255	0.0856291	2255	0.100466	2255	2.66115	2255	0.153956	2255	0	2255	0.169023	2255	1.05854	2255	3.58523	2255	38.5548	2255	0.724265	2255	0.397679	2255	1.00856	2255	10.4391
XM_015810741.1	3814	8.60446	3814	2.84758	3814	4.28718	3814	31.6649	3814	4.36699	3814	21.4972	3814	9.69816	3814	36.1317	3814	20.0408	3814	12.8188	3814	12.545	3814	15.5178	3814	10.9608	3814	8.61721
XM_015810742.1	3018	7.33527	3018	1.41232	3018	3.16481	3018	6.16273	3018	5.04852	3018	12.0972	3018	5.58682	3018	7.62298	3018	11.4664	3018	2.07791	3018	10.9348	3018	5.4612	3018	6.44366	3018	8.41896
XM_015810743.1	3793	5.03358	3793	2.24679	3793	2.08365	3793	6.43844	3793	0.0221831	3793	0.422269	3793	0.146676	3793	0.674087	3793	3.1027	3793	6.3393	3793	0.495535	3793	0	3793	0.349965	3793	1.18184
XM_015810744.1	2746	2.4066	2746	0.173429	2746	0.366102	2746	1.23082	2746	0.311736	2746	1.06337	2746	1.78268	2746	0.171812	2746	2.22522	2746	0.897644	2746	0.854959	2746	0.753665	2746	0.409062	2746	1.93339
XM_015810745.1	2384	23.7638	2384	0.201656	2384	1.37209	2384	0.358014	2384	0.616315	2384	3.97479	2384	1.27431	2384	5.88628	2384	1.94027	2384	8.5661	2384	3.10283	2384	4.24893	2384	3.13644	2384	4.91912
XM_015810746.1	3594	2.86517	3594	1.07095	3594	2.97004	3594	3.04254	3594	1.03266	3594	2.14306	3594	0.904963	3594	1.23143	3594	5.21455	3594	6.32691	3594	2.33824	3594	1.86988	3594	2.09758	3594	1.18054
XM_015810747.1	2363	3.4966	2363	34.7712	2363	12.1801	2363	3.02357	2363	0	2363	0	2363	0	2363	0	2363	0.252376	2363	1.51901	2363	0	2363	0	2363	0	2363	0
XM_015810748.1	2573	0	2573	0	2573	0	2573	0.539219	2573	3.03537	2573	11.3843	2573	5.54531	2573	12.2381	2573	5.87807	2573	0	2573	4.63604	2573	5.41887	2573	6.13503	2573	10.5524
XM_015810749.1	2019	98.5458	2019	20.3613	2019	33.3531	2019	10.9621	2019	22.088	2019	62.9223	2019	44.3865	2019	53.4996	2019	20.9107	2019	17.266	2019	55.3629	2019	47.8716	2019	55.191	2019	56.59
XM_015810750.1	5685	8.24381	5685	1.28258	5685	6.39102	5685	5.83117	5685	1.64788	5685	16.2732	5685	3.67057	5685	11.7071	5685	6.80221	5685	8.97075	5685	6.88039	5685	5.6265	5685	5.18473	5685	9.16747
XM_015810751.1	861	86.1252	861	0	861	0	861	0	861	0	861	0	861	0	861	0	861	0	861	0	861	0	861	0	861	0	861	0
XM_015810752.1	1243	6.03264	1243	0.248453	1243	3.79782	1243	0	1243	0	1243	2.21262	1243	0.486975	1243	1.82718	1243	1.91624	1243	0	1243	1.89411	1243	0	1243	1.35707	1243	0
XM_015810753.1	2022	57.1241	2022	0.192687	2022	1.30031	2022	0.489134	2022	2.29554	2022	31.0035	2022	7.45718	2022	24.9822	2022	5.96411	2022	2.62027	2022	5.32768	2022	6.55142	2022	6.34928	2022	3.69863
XM_015810754.1	2568	0.799659	2568	1.60174	2568	3.71372	2568	0.236103	2568	0.468728	2568	5.07004	2568	1.17759	2568	2.30513	2568	1.26115	2568	4.49487	2568	10.0941	2568	1.27085	2568	5.97204	2568	2.66824
XM_015810755.1	864	0	864	0	864	0	864	0	864	0	864	0	864	0	864	0	864	0	864	0	864	0	864	0	864	0	864	0
XM_015810756.1	1394	15.9534	1394	71.7469	1394	117.594	1394	48.702	1394	170.104	1394	58.1636	1394	91.4358	1394	67.8982	1394	35.993	1394	116.288	1394	95.3584	1394	43.2867	1394	86.1751	1394	45.9886
XM_015810757.1	1557	8.73581	1557	0.192614	1557	4.07255	1557	2.53083	1557	0.866343	1557	0.43211	1557	1.57819	1557	0.632062	1557	15.9489	1557	39.1309	1557	2.85025	1557	0	1557	2.26103	1557	1.18635
XM_015810758.1	2103	0.220281	2103	0.323146	2103	0.108345	2103	0.234319	2103	1.74317	2103	6.72968	2103	4.46235	2103	4.56211	2103	1.15138	2103	5.15761	2103	2.19919	2103	0	2103	1.63032	2103	5.013
XM_015810759.1	754	0.722274	754	1.35877	754	2.49438	754	0.969085	754	0.408498	754	0	754	2.19301	754	3.64788	754	2.01071	754	3.34566	754	4.9913	754	22.1519	754	4.8952	754	0.784193
XM_015810760.1	2438	8.12467	2438	3.0319	2438	3.60277	2438	2.84585	2438	7.64498	2438	6.55943	2438	6.45491	2438	12.7623	2438	8.80509	2438	4.97417	2438	16.7857	2438	9.3973	2438	7.70279	2438	21.4064
XM_015810761.1	1128	0.774713	1128	0	1128	0	1128	0.47279	1128	0	1128	0	1128	0	1128	0	1128	3.79205	1128	0	1128	0	1128	0	1128	0	1128	0
XM_015810762.1	1593	2.16635	1593	0.125184	1593	0.0735166	1593	0.795742	1593	0.22521	1593	0	1593	0.0615595	1593	0	1593	5.68455	1593	0	1593	0.670942	1593	0	1593	1.0289	1593	1.32217
XM_015810763.1	1107	9.10726	1107	130.743	1107	75.9085	1107	15.3958	1107	207.376	1107	200.03	1107	245.077	1107	305.27	1107	49.0143	1107	75.8141	1107	152.75	1107	183.389	1107	186.997	1107	106.086
XM_015810764.1	4701	0.118875	4701	0.0399482	4701	0.0931117	4701	0.304945	4701	0.0182399	4701	0.27506	4701	0.373346	4701	0.0996169	4701	0.746411	4701	0	4701	0.12304	4701	0	4701	0	4701	0.946405
XM_015810765.1	1183	39.7896	1183	13.0635	1183	33.6165	1183	104.962	1183	103.788	1183	405.308	1183	184.661	1183	321.628	1183	68.4965	1183	76.8224	1183	51.5469	1183	51.6631	1183	57.6276	1183	139.405
XM_015810766.1	1062	22.2142	1062	0.298302	1062	0.468097	1062	2.91968	1062	2.32817	1062	0	1062	0.58298	1062	0.485795	1062	3.71497	1062	0	1062	1.81289	1062	0	1062	0	1062	1.30379
XM_015810767.1	732	0.937652	732	0.313558	732	5.18216	732	1.81256	732	7.07131	732	0	732	2.42671	732	1.89176	732	9.88119	732	0	732	12.2362	732	0	732	16.3248	732	10.1683
XM_015810768.1	1100	460.586	1100	0.57249	1100	2.13312	1100	2.67863	1100	2.57745	1100	3.48723	1100	1.30622	1100	6.99833	1100	18.8445	1100	0	1100	26.1165	1100	23.831	1100	13.1521	1100	4.75768
XM_015810769.1	1012	154.839	1012	0	1012	1.36323	1012	0.537923	1012	0.0948164	1012	2.78696	1012	0.308279	1012	0	1012	0	1012	0	1012	0	1012	0	1012	0	1012	0
XM_015810770.1	2013	0.808478	2013	4.35652	2013	2.67009	2013	6.08259	2013	16.4122	2013	0.655813	2013	1.67043	2013	2.86883	2013	47.427	2013	31.3164	2013	10.1861	2013	7.03158	2013	3.8735	2013	6.79209
XM_015810771.1	2518	78.1699	2518	13.504	2518	10.6194	2518	26.9102	2518	8.54782	2518	17.7273	2518	18.5619	2518	27.1136	2518	22.1648	2518	27.3155	2518	41.4013	2518	23.3545	2518	24.571	2518	48.1313
XM_015810772.1	3163	5.05753	3163	7.61672	3163	5.67331	3163	3.14017	3163	5.09979	3163	9.88918	3163	5.76171	3163	9.18268	3163	8.17162	3163	12.7316	3163	11.6539	3163	10.2143	3163	11.1399	3163	8.01475
XM_015810773.1	1096	14.9951	1096	0.766581	1096	3.60805	1096	4.89128	1096	4.05531	1096	0.954969	1096	0.936936	1096	3.51381	1096	10.1444	1096	12.4264	1096	2.47688	1096	2.04279	1096	4.9248	1096	5.28055
XM_015810774.1	3213	4.65934	3213	0.176282	3213	1.24006	3213	0.334905	3213	0.343214	3213	0.702108	3213	1.01731	3213	2.03977	3213	1.64947	3213	0.507775	3213	0.453134	3213	0	3213	0.762922	3213	3.27859
XM_015810775.1	1260	17.0387	1260	0.081538	1260	23.2002	1260	12.8816	1260	18.8607	1260	264.545	1260	33.4092	1260	90.1716	1260	46.5143	1260	9.4679	1260	45.0172	1260	133.94	1260	63.7639	1260	13.3014
XM_015810776.1	525	1.38838	525	0	525	0.609554	525	0.959783	525	2.88679	525	15.8432	525	2.8283	525	9.3116	525	12.6524	525	0	525	2.27655	525	10.7248	525	0	525	3.46656
XM_015810777.1	1002	10.0552	1002	0.319556	1002	0.125411	1002	1.36097	1002	6.81217	1002	14.7978	1002	5.0939	1002	8.8337	1002	9.47365	1002	3.29193	1002	15.6747	1002	5.17334	1002	9.19179	1002	13.3905
XM_015810778.1	602	7.04423	602	0.811411	602	4.56072	602	5.49803	602	3.29822	602	1.29189	602	7.20365	602	6.30373	602	29.1318	602	4.42321	602	4.22171	602	0	602	1.39819	602	13.5673
XM_015810779.1	506	11.4894	506	0	506	0	506	0	506	0.234287	506	0	506	0	506	0	506	21.5507	506	0	506	0	506	3.00491	506	0	506	1.31904
XM_015810780.1	354	0	354	0	354	0	354	0	354	0	354	0	354	0	354	0	354	0	354	0	354	0	354	0	354	0	354	0
XM_015810781.1	1844	21.417	1844	0.0532632	1844	0.375168	1844	0.744073	1844	0.287385	1844	0	1844	0	1844	0	1844	24.904	1844	0	1844	0.163454	1844	1.47934	1844	0	1844	0.563538
XM_015810782.1	2385	0.865498	2385	0	2385	0	2385	0	2385	0	2385	0	2385	0	2385	0	2385	12.3906	2385	0	2385	0	2385	0	2385	0	2385	0
XM_015810783.1	2265	0	2265	0	2265	0	2265	0	2265	0	2265	0	2265	0.084113	2265	0	2265	0	2265	0	2265	0.0655323	2265	0	2265	0.301141	2265	0.677606
XM_015810784.1	2503	0.228296	2503	0.038283	2503	0	2503	0.242681	2503	0	2503	0	2503	0	2503	0	2503	16.5082	2503	0	2503	0	2503	0	2503	0	2503	0.406182
XM_015810785.1	1099	0	1099	0	1099	0.252132	1099	0	1099	0	1099	0	1099	0	1099	0	1099	0.632213	1099	0	1099	0	1099	0	1099	1.01755	1099	0
XM_015810786.1	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0	2325	0
XM_015810787.1	917	47.5738	917	0	917	0	917	0.75778	917	0	917	1.55997	917	2.07685	917	2.01759	917	2.31681	917	0	917	0.179266	917	0	917	0.827352	917	0
XM_015810788.1	1758	12.1229	1758	0	1758	0	1758	0	1758	0	1758	0	1758	0	1758	0	1758	0.0499852	1758	0.320551	1758	0	1758	0	1758	0	1758	0
XM_015810789.1	5135	1.22505	5135	3.64207	5135	3.57024	5135	11.4718	5135	2.17027	5135	8.65827	5135	2.44861	5135	9.90407	5135	8.22887	5135	8.3406	5135	7.38717	5135	5.11975	5135	6.18266	5135	14.8822
XM_015810790.1	3148	0.751702	3148	0	3148	1.51345	3148	0	3148	0	3148	0	3148	0	3148	0	3148	4.03942	3148	0.086452	3148	0.0462927	3148	1.11983	3148	0	3148	1.1165
XM_015810791.1	459	125.412	459	0	459	0.355589	459	0	459	0	459	0	459	0	459	0	459	0.264914	459	0	459	0	459	0	459	0	459	0
XM_015810792.1	699	0.19905	699	0	699	0	699	0.855763	699	0	699	0	699	0	699	0	699	52.4148	699	0	699	1.24604	699	0	699	3.07519	699	0
XM_015810793.1	2078	2.56629	2078	0.0467654	2078	0.274402	2078	0.474778	2078	0.714778	2078	0	2078	0.276736	2078	0.693146	2078	31.1588	2078	2.00916	2078	2.73056	2078	3.4707	2078	1.32113	2078	2.8485
XM_015810794.1	1146	0	1146	0	1146	0	1146	0	1146	0.573271	1146	1.51389	1146	0.178038	1146	0	1146	0	1146	0	1146	0.276909	1146	0	1146	0	1146	3.10597
XM_015810795.1	2053	4.2395	2053	0.142149	2053	2.72475	2053	0.841893	2053	1.61887	2053	1.44501	2053	1.54198	2053	0.702207	2053	2.3213	2053	0	2053	4.87735	2053	6.59223	2053	2.78843	2053	0.250938
XM_015810796.1	1537	0.147001	1537	0	1537	0	1537	3.23052	1537	1.70379	1537	2.1044	1537	10.5047	1537	2.15682	1537	0.770338	1537	3.15272	1537	3.60572	1537	0	1537	10.5866	1537	1.64848
XM_015810797.1	810	0.512911	810	0	810	0.16271	810	0	810	1.85633	810	38.0325	810	36.0156	810	80.409	810	1.92634	810	0	810	15.9737	810	11.6138	810	7.60837	810	2.66194
XM_015810798.1	1611	1.4017	1611	3.70892	1611	6.53414	1611	3.06463	1611	3.39177	1611	14.7836	1611	6.26284	1611	14.9168	1611	13.1547	1611	19.2043	1611	7.3847	1611	7.41993	1611	9.87229	1611	15.0185
XM_015810799.1	1828	6.73705	1828	6.99063	1828	18.6863	1828	10.0395	1828	15.4261	1828	15.2656	1828	21.4526	1828	16.3146	1828	47.7947	1828	4.91736	1828	15.5928	1828	12.9419	1828	18.9682	1828	4.55111
XM_015810800.1	2280	46.6823	2280	0	2280	0.0992791	2280	0.107332	2280	0.0760691	2280	0	2280	0	2280	0	2280	0.0376915	2280	1.33494	2280	0	2280	0	2280	0	2280	0
XM_015810801.1	1852	0.759012	1852	0.318068	1852	0.809009	1852	1.61571	1852	0.190683	1852	0.358424	1852	0	1852	0.784675	1852	3.54091	1852	15.9102	1852	0.32538	1852	0	1852	0	1852	18.6499
XM_015810802.1	1197	0.826341	1197	0.86491	1197	1.0172	1197	724.715	1197	0.700721	1197	1.15365	1197	0.931785	1197	0	1197	3.77121	1197	704.828	1197	1.18595	1197	0	1197	0	1197	1724.3
XM_015810803.1	510	0	510	0	510	0	510	0	510	0	510	0	510	0	510	0	510	0	510	4.8074	510	0	510	0	510	0	510	0
XM_015810804.1	6281	4.05227	6281	2.02231	6281	7.1588	6281	10.4879	6281	1.63214	6281	6.84587	6281	3.57575	6281	7.03504	6281	10.1116	6281	7.80458	6281	7.68638	6281	6.08829	6281	7.66309	6281	8.00401
XM_015810805.1	1342	16.8509	1342	14.8729	1342	10.5245	1342	7.92249	1342	11.2671	1342	67.5993	1342	48.4709	1342	67.8101	1342	9.65841	1342	14.6403	1342	19.0028	1342	18.6023	1342	19.9164	1342	15.1899
XM_015810806.1	3060	0.0737648	3060	0.494885	3060	0.0362663	3060	1.01872	3060	1.83448	3060	23.9541	3060	6.57704	3060	26.7566	3060	0.220498	3060	1.42478	3060	14.4018	3060	8.07432	3060	12.5556	3060	5.09366
XM_015810807.1	2505	3.46714	2505	0.344253	2505	0.628138	2505	3.73408	2505	1.444	2505	2.73214	2505	2.00242	2505	4.35445	2505	11.0415	2505	1.86762	2505	5.00489	2505	2.37196	2505	3.42643	2505	1.52189
XM_015810808.1	14682	0.13249	14682	0.0123538	14682	0.0144656	14682	0.538401	14682	1.63624	14682	1.40533	14682	0.607467	14682	2.63208	14682	0.0771087	14682	4.44629	14682	2.20216	14682	2.12816	14682	1.34643	14682	1.87912
XM_015810809.1	2738	14.3982	2738	0.347934	2738	0.979307	2738	2.64568	2738	0.125082	2738	0.948111	2738	0.240716	2738	0.172341	2738	3.31717	2738	2.80124	2738	0.160798	2738	0	2738	0	2738	2.4011
XM_015810810.1	1555	2.53242	1555	1.02875	1555	2.11473	1555	0.817574	1555	1.3303	1555	1.08178	1555	1.20113	1555	0.791195	1555	3.2058	1555	3.66223	1555	1.87005	1555	2.17512	1555	1.66044	1555	0.848592
XM_015810811.1	1178	11.5747	1178	0.0881051	1178	0.414508	1178	0.224669	1178	2.30013	1178	19.3778	1178	3.3643	1178	7.98236	1178	1.64633	1178	7.7189	1178	1.7444	1178	1.34482	1178	1.85466	1178	1.62074
XM_015810812.1	636	0.676479	636	0	636	0.445485	636	6.31206	636	3.40178	636	0	636	1.0875	636	0	636	3.3414	636	7.73614	636	12.6394	636	0	636	2.16882	636	6.31623
XM_015810813.1	4005	0	4005	0.0233287	4005	0	4005	1.09249	4005	0	4005	0	4005	0	4005	0	4005	0.103962	4005	0	4005	24.9307	4005	0	4005	8.70952	4005	2.10981
XM_015810814.1	1464	0.246315	1464	0	1464	0	1464	1.13759	1464	0	1464	0	1464	0	1464	0	1464	0	1464	0	1464	0	1464	0	1464	0	1464	0.181409
XM_015810815.1	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0	3714	0
XM_015810816.1	3612	2.01374	3612	0	3612	0	3612	0	3612	0	3612	0	3612	0	3612	0	3612	4.73478	3612	0	3612	2.69652	3612	0	3612	0	3612	0
XM_015810817.1	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0	3588	0
XM_015810818.1	3486	0	3486	0.323626	3486	0.221302	3486	1.02444	3486	0.169626	3486	0	3486	0.186841	3486	0	3486	13.6166	3486	4.97564	3486	4.81763	3486	0.419582	3486	1.71958	3486	4.9464
XM_015810819.1	727	4.51878	727	0	727	0	727	3.89666	727	0	727	0	727	0	727	0	727	5.80353	727	0	727	0.237317	727	0	727	0	727	0
XM_015810820.1	8905	1.00239	8905	1.30268	8905	1.02114	8905	20.5211	8905	2.73589	8905	9.67177	8905	2.31133	8905	7.81461	8905	5.68833	8905	10.8225	8905	3.46304	8905	3.08024	8905	3.49737	8905	10.2841
XM_015810821.1	513	31.0444	513	0	513	0	513	12.1895	513	19.5184	513	17.4456	513	7.48902	513	18.622	513	0.449517	513	14.9906	513	39.5903	513	19.1738	513	26.0492	513	10.3533
XM_015810822.1	2945	26.0013	2945	0.805187	2945	27.3806	2945	8.44672	2945	6.80185	2945	18.5602	2945	12.6432	2945	25.4595	2945	21.5245	2945	8.80525	2945	13.6023	2945	10.8056	2945	10.4115	2945	30.6189
XM_015810823.1	7279	3.88947	7279	2.38142	7279	3.77833	7279	6.99261	7279	4.4474	7279	12.259	7279	5.101	7279	10.4098	7279	16.7938	7279	12.7002	7279	6.24123	7279	4.25358	7279	3.69811	7279	11.4184
XM_015810824.1	894	11.2449	894	0	894	0	894	0.938183	894	0	894	0	894	0	894	0	894	70.2618	894	0	894	0	894	0	894	0	894	0.31905
XM_015810825.1	969	3.04669	969	0	969	0	969	0	969	0.0998671	969	0	969	0	969	0	969	0.591414	969	0	969	0	969	0	969	0	969	0
XM_015810826.1	1425	0.169282	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0	1425	0
XM_015810827.1	2545	2.91553	2545	0.940221	2545	2.11743	2545	25.7937	2545	0.338038	2545	2.68704	2545	1.33748	2545	1.86174	2545	0.971726	2545	158.495	2545	7.4693	2545	1.98275	2545	3.54664	2545	193.653
XM_015810828.1	2728	12.08	2728	3.59768	2728	4.34214	2728	9.91581	2728	2.19747	2728	10.4692	2728	6.31737	2728	9.94791	2728	9.30555	2728	16.37	2728	8.44764	2728	11.7086	2728	12.9341	2728	9.0853
XM_015810829.1	3754	93.9688	3754	0.424284	3754	1.17016	3754	5.05515	3754	2.8927	3754	4.43875	3754	1.90268	3754	3.03516	3754	26.7104	3754	42.5489	3754	2.58147	3754	2.17583	3754	1.70978	3754	12.5433
