Name	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM
XM_015410528.1	1808	5.22603	1808	0.728207	1808	1.09136	1808	0.527209	1808	0	1808	0	1808	0	1808	2.21566	1808	0	1808	0.58481	1808	0	1808	0	1808	0
XM_015410529.1	1764	13.6013	1764	3.36652	1764	0.747551	1764	1.35409	1764	2.98194	1764	3.10379	1764	0	1764	16.5814	1764	51.7896	1764	6.60627	1764	5.18915	1764	6.4228	1764	11.5149
XM_015410530.1	1211	0	1211	0	1211	0	1211	0	1211	0	1211	0	1211	0	1211	0.493789	1211	0	1211	0	1211	0	1211	0	1211	0
XM_015410531.1	800	0	800	0.932764	800	309.581	800	23.6668	800	57.6721	800	64.5669	800	32.2339	800	122.95	800	0	800	48.3889	800	48.4019	800	57.0991	800	93.9472
XM_015410532.1	1666	0	1666	0	1666	0.398123	1666	0	1666	0	1666	0	1666	0	1666	0	1666	0	1666	0	1666	0	1666	0	1666	0
XM_015410533.1	2315	5.59929	2315	8.35968	2315	0	2315	0.201701	2315	0	2315	0.231967	2315	0	2315	0.24257	2315	19.8728	2315	0	2315	0	2315	0	2315	2.15142
XM_015410534.1	471	0	471	0	471	0	471	0	471	0	471	0	471	0	471	0	471	0	471	0	471	0	471	0	471	0
XM_015410535.1	2782	3.28856	2782	8.4777	2782	7.31427	2782	5.14077	2782	0	2782	4.9675	2782	0	2782	6.58718	2782	0	2782	5.54883	2782	0	2782	10.8665	2782	6.49726
XM_015410536.1	4773	68.8358	4773	5.33665	4773	2.74603	4773	6.22737	4773	0	4773	1.54437	4773	0	4773	7.97614	4773	28.3479	4773	3.5946	4773	0	4773	1.31764	4773	6.59538
XM_015410537.1	1636	0	1636	0	1636	0	1636	0	1636	0	1636	0	1636	0	1636	0	1636	99.3962	1636	0	1636	0	1636	0	1636	0
XM_015410538.1	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0	1176	0
XM_015410539.1	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0	1312	0
XM_015410540.1	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0
XM_015410541.1	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0
XM_015410542.1	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0
XM_015410543.1	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0	1309	0
XM_015410544.1	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0	1250	0
XM_015410545.1	2352	0.262143	2352	0.547928	2352	0	2352	0	2352	0	2352	0	2352	0	2352	2.38503	2352	0	2352	0	2352	0	2352	0	2352	0
XM_015410546.1	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0	1321	0
XM_015410547.1	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0
XM_015410548.1	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0	2767	0
XM_015410549.1	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0	1308	0
XM_015410550.1	669	11.2008	669	0	669	0	669	0	669	0	669	0	669	0	669	1.00448	669	20.035	669	5.47068	669	0	669	0	669	0
XM_015410551.1	4737	9.5532	4737	4.46672	4737	2.48724	4737	3.70735	4737	1.41574	4737	3.40726	4737	9.86078	4737	15.3602	4737	0	4737	4.25799	4737	0	4737	3.12448	4737	5.09682
XM_015410552.1	1434	0	1434	0	1434	0	1434	0.340748	1434	0	1434	0	1434	0	1434	0	1434	0	1434	0	1434	0	1434	0	1434	0
XM_015410553.1	1110	0	1110	0	1110	0	1110	16.8896	1110	0	1110	0.518353	1110	0	1110	0	1110	0	1110	85.1606	1110	121.002	1110	52.3418	1110	0
XM_015410554.1	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0	1459	0
XM_015410555.1	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0	1387	0
XM_015410556.1	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0	1393	0
XM_015410557.1	6552	0.180074	6552	0.188204	6552	0.37491	6552	4.42552	6552	9.65432	6552	2.68018	6552	10.2367	6552	2.13606	6552	0	6552	7.78859	6552	1.54219	6552	6.518	6552	6.57976
XM_015410558.1	558	0	558	0	558	0	558	0	558	0	558	0	558	0	558	0	558	0	558	0	558	0	558	0	558	0
XM_015410559.1	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0	2976	0
XM_015410560.1	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0	2451	0
XM_015410561.1	2619	0.413759	2619	0.385656	2619	0.177021	2619	0.597025	2619	0	2619	0.728818	2619	0.320061	2619	1.87337	2619	0.771644	2619	0.164683	2619	1.36531	2619	0.93955	2619	2.04745
XM_015410562.1	2616	1.69196	2616	1.57051	2616	0.798882	2616	2.23459	2616	0	2616	2.73551	2616	1.12298	2616	7.28427	2616	2.72149	2616	0.62439	2616	4.88944	2616	3.2753	2616	7.40257
XM_015410563.1	2250	69.2545	2250	5.746	2250	19.7889	2250	8.3185	2250	46.7985	2250	23.6701	2250	28.216	2250	21.005	2250	0	2250	13.8842	2250	16.6709	2250	11.7468	2250	9.60921
XM_015410564.1	2214	0.301537	2214	0	2214	0	2214	0	2214	0	2214	0	2214	0	2214	0	2214	0	2214	0	2214	0	2214	0	2214	0
XM_015410565.1	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0
XM_015410566.1	1501	45.7804	1501	12.5195	1501	8.94331	1501	15.8649	1501	16.5658	1501	23.6859	1501	55.0155	1501	215.442	1501	0	1501	95.2129	1501	51.5226	1501	116.824	1501	76.6616
XM_015410567.1	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0	5087	0
XM_015410568.1	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0
XM_015410569.1	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0	3786	0
XM_015410570.1	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0	1381	0
XM_015410571.1	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0	1167	0
XM_015410572.1	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0	3244	0
XM_015410573.1	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0	1317	0
XM_015410574.1	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0	1421	0
XM_015410575.1	765	0	765	0	765	0	765	0	765	0	765	0	765	0	765	0	765	0	765	0	765	0	765	0	765	0
XM_015410576.1	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0	3885	0
XM_015410577.1	3686	4.07781	3686	1.19331	3686	0.679777	3686	1.23363	3686	0	3686	0.569732	3686	0	3686	7.87853	3686	0	3686	1.10339	3686	0	3686	1.47257	3686	1.76132
XM_015410578.1	1617	0	1617	0.411658	1617	0	1617	0.596133	1617	0	1617	0.341144	1617	0	1617	0	1617	0	1617	0	1617	0	1617	0	1617	2.10939
XM_015410579.1	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0	2217	0
XM_015410580.1	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0	1187	0
XM_015410581.1	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0	3530	0
XM_015410582.1	5679	0.104265	5679	0.326918	5679	4.12519	5679	0.551928	5679	0	5679	1.73355	5679	5.60091	5679	1.61698	5679	15.6667	5679	6.18623	5679	2.54958	5679	4.00808	5679	31.0269
XM_015410583.1	855	0	855	0	855	0	855	0	855	0	855	0	855	0	855	0	855	35.8118	855	0	855	0	855	0	855	0
XM_015410584.1	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0
XM_015410585.1	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0	1978	0
XM_015410586.1	2120	0.29309	2120	0	2120	0.305833	2120	0	2120	0	2120	0	2120	0	2120	0	2120	42.5422	2120	0	2120	0	2120	0	2120	0
XM_015410587.1	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0	1698	0
XM_015410588.1	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0
XM_015410589.1	2328	0	2328	0	2328	0.275525	2328	0	2328	0	2328	0.229005	2328	0	2328	3.83484	2328	0	2328	0	2328	0	2328	0	2328	0
XM_015410590.1	2338	0	2338	0	2338	0.000940765	2338	0	2338	0	2338	0.00157979	2338	0	2338	0.0230555	2338	0	2338	0	2338	0	2338	0	2338	0
XM_015410591.1	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0.0768881	2427	0	2427	0	2427	0	2427	0	2427	0
XM_015410592.1	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0	2424	0
XM_015410593.1	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0	2682	0
XM_015410594.1	573	0	573	0	573	0	573	0	573	0	573	0	573	0	573	0	573	0	573	0	573	0	573	0	573	0
XM_015410595.1	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0	2523	0
XM_015410596.1	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0	2436	0
XM_015410597.1	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0	3174	0
XM_015410598.1	2545	0	2545	0	2545	0	2545	0	2545	7.41247	2545	0	2545	1.98122	2545	0	2545	31.7918	2545	0	2545	0	2545	0	2545	5.30828
XM_015410599.1	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0.0768881	2427	0	2427	0	2427	0	2427	0	2427	0
XM_015410600.1	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0	2448	0
XM_015410601.1	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0	1178	0
XM_015410602.1	6075	1.59668	6075	4.71714	6075	0.984363	6075	5.47906	6075	2.86303	6075	0.994465	6075	3.21702	6075	9.38332	6075	7.67751	6075	2.59414	6075	0	6075	0.660143	6075	0
XM_015410603.1	965	0	965	0	965	0	965	0	965	0	965	0	965	0	965	0	965	0	965	0	965	0	965	0	965	0
XM_015410604.1	703	0	703	0	703	0	703	0	703	0	703	0	703	0	703	0	703	0	703	0	703	0	703	0	703	0
XM_015410605.1	644	0	644	0	644	0	644	0	644	0	644	0	644	0	644	0	644	0	644	0	644	0	644	0	644	0
XM_015410606.1	1127	4.14711	1127	0	1127	5.58349	1127	0.448484	1127	0	1127	2.03791	1127	8.41249	1127	1.60809	1127	28.2516	1127	1.96957	1127	21.24	1127	2.63813	1127	1.5752
XM_015410607.1	927	0	927	0	927	0	927	0	927	0	927	0	927	0	927	0	927	0	927	0	927	0	927	0	927	0
XM_015410608.1	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0
XM_015410609.1	1499	0	1499	0	1499	0	1499	0	1499	0	1499	0	1499	0	1499	0	1499	0	1499	0	1499	0	1499	0	1499	11.4588
XM_015410610.1	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0	1720	0
XM_015410611.1	747	0	747	0	747	0	747	0	747	0	747	0	747	0	747	0	747	0	747	0	747	0	747	0	747	0
XM_015410612.1	1354	2.28575e-06	1354	1.50832e-06	1354	8.17312e-07	1354	6.82746e-06	1354	4.7258e-06	1354	1.42534e-05	1354	2.68798e-05	1354	7.37459e-06	1354	4.2074e-05	1354	5.23575e-06	1354	2.79234e-06	1354	1.13133e-05	1354	1.53621e-05
XM_015410613.1	1336	93.1353	1336	57.0721	1336	119.847	1336	93.3691	1336	59.1285	1336	177.617	1336	139.023	1336	152.035	1336	221.123	1336	69.1846	1336	17.567	1336	54.4636	1336	114.513
XM_015410614.1	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0
XM_015410615.1	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0
XM_015410616.1	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0	1255	0
XM_015410617.1	909	0	909	0.797994	909	0	909	0.578314	909	0	909	0	909	0	909	0	909	0	909	0	909	0	909	0	909	0
XM_015410618.1	609	0	609	0	609	0	609	0	609	0	609	0	609	0	609	0	609	0	609	0	609	0	609	0	609	0
XM_015410619.1	1395	0	1395	0.485334	1395	0.485593	1395	0.351474	1395	8.97153	1395	0	1395	6.62621	1395	13.0542	1395	0	1395	8.53529	1395	12.2828	1395	13.4968	1395	2.48079
XM_015410620.1	1780	20.2011	1780	2.22225	1780	5.55121	1780	4.55854	1780	39.376	1780	8.29877	1780	16.6829	1780	7.40469	1780	22.3566	1780	23.7897	1780	40.2548	1780	22.261	1780	33.2586
XM_015410621.1	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0	1019	0
XM_015410622.1	2326	1.32641	2326	0	2326	0	2326	0	2326	0	2326	0	2326	0	2326	0	2326	0	2326	0.446781	2326	0	2326	0.596793	2326	9.27603
XM_015410623.1	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0
XM_015410624.1	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0	2558	0
XM_015410625.1	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0
XM_015410626.1	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0
XM_015410627.1	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0
XM_015410628.1	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0
XM_015410629.1	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0
XM_015410630.1	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0
XM_015410631.1	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0	978	0
XM_015410632.1	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0
XM_015410633.1	494	0	494	0	494	0	494	0	494	0	494	0	494	0	494	0	494	0	494	0	494	0	494	0	494	0
XM_015410634.1	2165	12.8938	2165	8.38452	2165	29.5974	2165	16.0403	2165	35.1593	2165	20.177	2165	48.2098	2165	28.9246	2165	33.0692	2165	142.717	2165	48.6258	2165	107.574	2165	80.8612
XM_015410635.1	1936	8.10436	1936	4.14336	1936	8.06752	1936	6.64847	1936	6.33723	1936	5.26588	1936	5.40475	1936	8.43985	1936	60.3086	1936	19.4826	1936	7.22508	1936	14.3405	1936	10.8065
XM_015410636.1	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0	2298	0
XM_015410637.1	2822	2.5914	2822	11.0589	2822	2.02621	2822	19.4378	2822	47.1728	2822	13.9279	2822	17.7714	2822	23.2022	2822	17.7488	2822	86.7326	2822	10.5056	2822	42.8187	2822	29.6754
XM_015410638.1	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0
XM_015410639.1	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0	1816	0
XM_015410640.1	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0	2073	0
XM_015410641.1	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0	1547	0
XM_015410642.1	597	15.6289	597	0	597	0	597	0	597	10.2768	597	0	597	0	597	1726.87	597	0	597	12.6329	597	0	597	0	597	0
XM_015410643.1	1934	29.7629	1934	15.1363	1934	32.4745	1934	22.49	1934	21.5815	1934	17.7757	1934	17.1424	1934	29.5063	1934	192.268	1934	66.4374	1934	23.3225	1934	45.2516	1934	35.2354
XM_015410644.1	591	0	591	0	591	1.39451	591	3.00298	591	0	591	14.3904	591	2.60757	591	2862.94	591	0	591	12.7978	591	0	591	11.4949	591	0
XM_015410645.1	1622	12.9548	1622	0.410255	1622	0.410118	1622	4.7528	1622	10.8795	1622	0	1622	11.2323	1622	6.05851	1622	8.72405	1622	34.8623	1622	4.73514	1622	11.4346	1622	24.1765
XM_015410646.1	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0	2081	0
XM_015410647.1	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0	3945	0
XM_015410648.1	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0	1491	0
XM_015410649.1	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0	1416	0
XM_015410650.1	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0
XM_015410651.1	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0	3274	0
XM_015410652.1	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0	1566	0
XM_015410653.1	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0
XM_015410654.1	3658	96.841	3658	10.482	3658	7.36612	3658	30.2169	3658	101.151	3658	26.5595	3658	59.6502	3658	54.8401	3658	72.6639	3658	20.8528	3658	30.8694	3658	30.7988	3658	27.0736
XM_015410655.1	2564	17.6916	2564	17.2402	2564	4.73692	2564	30.0201	2564	91.6012	2564	91.6069	2564	131.704	2564	93.3506	2564	133.822	2564	43.1286	2564	30.2069	2564	32.8355	2564	62.4342
XM_015410656.1	3057	0	3057	0	3057	0	3057	0	3057	0	3057	0	3057	0	3057	2.53065	3057	0	3057	0	3057	0	3057	0	3057	0
XM_015410657.1	1547	771.169	1547	3400.03	1547	3966.52	1547	9.70506	1547	150.012	1547	2.86435	1547	38.0185	1547	1404.55	1547	1062.35	1547	13.8525	1547	969.144	1547	238.071	1547	550.155
XM_015410658.1	1687	4.51099	1687	3.53568	1687	0.392643	1687	2.27551	1687	17.728	1687	12.3792	1687	19.2187	1687	7.85128	1687	9.75417	1687	13.2362	1687	16.3361	1687	27.8096	1687	4.02862
XM_015410659.1	729	0	729	0	729	0	729	0	729	0	729	0	729	0	729	0	729	0	729	0	729	0	729	0	729	0
XM_015410660.1	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0	1192	0
XM_015410661.1	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0
XM_015410662.1	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0
XM_015410663.1	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0	2210	0
XM_015410664.1	3208	0.377297	3208	1.38012	3208	0.983045	3208	2.28295	3208	0	3208	0	3208	0	3208	2.23404	3208	0	3208	1.59351	3208	0	3208	0	3208	4.57923
XM_015410665.1	1796	0	1796	0	1796	0.366458	1796	0	1796	0	1796	0	1796	0	1796	0	1796	0	1796	0	1796	0	1796	0	1796	0
XM_015410666.1	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0.501792	1194	2.03683	1194	0	1194	0	1194	0	1194	0
XM_015410667.1	1704	0	1704	0	1704	0	1704	0	1704	0	1704	1.6112	1704	0	1704	0	1704	0	1704	0	1704	0	1704	0	1704	30.8837
XM_015410668.1	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0	3306	0
XM_015410669.1	460	0	460	0	460	0	460	0	460	14.4173	460	0	460	0	460	0	460	0	460	0	460	0	460	0	460	0
XM_015410670.1	2271	26.9455	2271	0.284449	2271	1.4197	2271	0.82359	2271	4.55819	2271	0.710229	2271	0	2271	1.23795	2271	0	2271	2.74959	2271	0	2271	0	2271	0
XM_015410671.1	1390	483.089	1390	342.571	1390	292.054	1390	343.017	1390	648.493	1390	1211.62	1390	759.343	1390	229.154	1390	524.885	1390	1.55804	1390	1.12104	1390	1.04235	1390	938.98
XM_015410672.1	1049	1.93236	1049	0.673087	1049	74.9155	1049	0.487658	1049	1.75898	1049	0	1049	0	1049	12.2279	1049	7.07069	1049	1.06848	1049	4.60753	1049	0	1049	11.9664
XM_015410673.1	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0	1591	0
XM_015410674.1	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0	1529	0
XM_015410675.1	2589	5.20564	2589	13.6011	2589	11.597	2589	3.04276	2589	0	2589	0.618232	2589	0	2589	44.5826	2589	22.9604	2589	15.5599	2589	0	2589	16.5168	2589	10.8307
XM_015410676.1	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0
XM_015410677.1	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0	1299	0
XM_015410678.1	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0	1761	0
XM_015410679.1	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0	1651	0
XM_015410680.1	3207	4.15163	3207	3.35282	3207	7.4736	3207	3.14008	3207	6.35225	3207	5.10366	3207	5.44102	3207	18.222	3207	0	3207	12.4334	3207	0	3207	2.12785	3207	8.1435
XM_015410681.1	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0	2412	0
XM_015410682.1	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0	2430	0
XM_015410683.1	2400	0	2400	1.07243	2400	1.33789	2400	0	2400	0	2400	0	2400	0	2400	8.16991	2400	0	2400	0	2400	0	2400	0	2400	0
XM_015410684.1	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0	1272	0
XM_015410685.1	974	0	974	0	974	0	974	0	974	0	974	0	974	0	974	0	974	0	974	0	974	0	974	0	974	0
XM_015410686.1	1122	0	1122	0.622296	1122	0.623617	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0
XM_015410687.1	2223	0	2223	0	2223	0.290552	2223	0	2223	0	2223	0	2223	0	2223	0	2223	0	2223	0	2223	0	2223	0	2223	0
XM_015410688.1	413	0	413	0	413	0	413	0	413	0	413	0	413	0	413	0	413	0	413	0	413	0	413	0	413	0
XM_015410689.1	677	0	677	0	677	0	677	0	677	0	677	0	677	0	677	0	677	0	677	0	677	0	677	0	677	0
XM_015410690.1	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0	1433	0
XM_015410691.1	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0
XM_015410692.1	869	0	869	0	869	0	869	0	869	0	869	0	869	0	869	0	869	0	869	0	869	0	869	0	869	0
XM_015410693.1	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0	1328	0
XM_015410694.1	720	0	720	0	720	0	720	0	720	0	720	0	720	0	720	0	720	0	720	0	720	0	720	0	720	0
XM_015410695.1	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0
XM_015410696.1	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0	5133	0
XM_015410697.1	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0	2189	0
XM_015410698.1	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0	1131	0
XM_015410699.1	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0	1314	0
XM_015410700.1	1674	0	1674	0	1674	0.757403	1674	0	1674	0	1674	0	1674	15.9017	1674	1.12486	1674	0	1674	0	1674	0	1674	0	1674	0
XM_015410701.1	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0	2049	0
XM_015410702.1	1853	59.694	1853	27.2931	1853	32.2239	1853	34.1297	1853	42.4321	1853	37.083	1853	26.3934	1853	73.3476	1853	15.1139	1853	18.2248	1853	9.02278	1853	4.56736	1853	32.7561
